Mathematica;Laissez-faire;t;Ns;Ni;a_t;u_t;Lambda_s;Lambda_i;;;Optimal-policy;t;Ns;Ni;a_t;u_t;Lambda_s;Lambda_i;;R;Laissez-faire;t;Ns;Ni;a_t;u_t;Lambda_s;Lambda_i;;;Optimal-policy;t;Ns;Ni;a_t;u_t;Lambda_s;Lambda_i
;;653;0,367196;0,00109687;0,926047;-0,00287727;-16,2771;-194,336;;;;653;0,948106;0,00060863;0,582106;-0,123209;-161,407;-2450,66;;;;653;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;653;0,944219664;0,000984644;0,597621167;-0,112419402;-162,8988494;-1455,031652
;;654;0,367043;0,00109315;0,926247;-0,00286131;-16,2323;-194,336;;;;654;0,948019;0,000608275;0,582133;-0,123189;-161,393;-2451,62;;;;654;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;654;0,944071999;0,00099118;0,597903894;-0,112229154;-162,9067042;-1444,393574
;;655;0,366891;0,00108944;0,926447;-0,00284544;-16,1875;-194,336;;;;655;0,947933;0,00060792;0,58216;-0,12317;-161,379;-2452,58;;;;655;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;655;0,943923225;0,000997881;0,59819166;-0,112035745;-162,9149109;-1433,652855
;;656;0,366739;0,00108574;0,926646;-0,00282965;-16,1429;-194,336;;;;656;0,947846;0,000607566;0,582187;-0,123151;-161,365;-2453,55;;;;656;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;656;0,943773313;0,00100475;0,598484594;-0,111839099;-162,9234759;-1422,809555
;;657;0,366588;0,00108206;0,926845;-0,00281396;-16,0984;-194,336;;;;657;0,94776;0,000607212;0,582214;-0,123131;-161,351;-2454,51;;;;657;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;657;0,943622233;0,001011793;0,59878283;-0,111639141;-162,9324059;-1411,863767
;;658;0,366437;0,00107839;0,927043;-0,00279836;-16,054;-194,335;;;;658;0,947673;0,000606858;0,582241;-0,123112;-161,337;-2455,47;;;;658;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;658;0,943469954;0,001019016;0,599086505;-0,111435791;-162,9417077;-1400,815623
;;659;0,366287;0,00107474;0,92724;-0,00278284;-16,0098;-194,335;;;;659;0,947587;0,000606505;0,582267;-0,123093;-161,324;-2456,43;;;;659;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;659;0,943316445;0,001026425;0,599395763;-0,111228967;-162,9513882;-1389,665298
;;660;0,366138;0,0010711;0,927437;-0,00276742;-15,9657;-194,335;;;;660;0,947501;0,000606151;0,582294;-0,123074;-,161;-2457,4;;;;660;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;660;0,943161672;0,001034025;0,599710751;-0,111018584;-162,9614546;-1378,413004
;;661;0,365988;0,00106748;0,927633;-0,00275208;-15,9217;-194,335;;;;661;0,947415;0,000605799;0,582321;-0,123054;-161,296;-2458,36;;;;661;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;661;0,943005602;0,001041823;0,600031622;-0,110804556;-162,9719142;-1367,058997
;;662;0,36584;0,00106387;0,927829;-0,00273683;-15,8778;-194,335;;;;662;0,947328;0,000605446;0,582348;-0,123035;-161,282;-2459,32;;;;662;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;662;0,942848198;0,001049825;0,600358535;-0,110586791;-162,9827746;-1355,603577
;;663;0,365692;0,00106028;0,928024;-0,00272166;-15,8341;-194,335;;;;663;0,947242;0,000605094;0,582375;-0,123016;-161,268;-2460,28;;;;663;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;663;0,942689425;0,00105804;0,600691654;-0,110365198;-162,9940433;-1344,04709
;;664;0,365544;0,0010567;0,928219;-0,00270658;-15,7905;-194,335;;;;664;0,947156;0,000604742;0,582402;-0,122997;-161,254;-2461,25;;;;664;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;664;0,942529244;0,001066473;0,601031149;-0,110139679;-163,0057284;-1332,389927
;;665;0,365397;0,00105314;0,928413;-0,00269159;-15,747;-194,335;;;;665;0,94707;0,000604391;0,582429;-0,122977;-,161;-2462,21;;;;665;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;665;0,942367615;0,001075132;0,601377198;-0,109910136;-163,0178378;-1320,632528
;;666;0,36525;0,00104959;0,928607;-0,00267668;-15,7036;-194,335;;;;666;0,946984;0,00060404;0,582455;-0,122958;-161,227;-2463,17;;;;666;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;666;0,9422045;0,001084025;0,601729982;-0,109676466;-163,0303799;-1308,775384
;;667;0,365104;0,00104605;0,9288;-0,00266186;-15,6604;-194,335;;;;667;0,946898;0,000603689;0,582482;-0,122939;-161,213;-2464,14;;;;667;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;667;0,942039854;0,001093161;0,602089693;-0,109438561;-163,0433632;-1296,819038
;;668;0,364958;0,00104253;0,928992;-0,00264712;-15,6173;-194,334;;;;668;0,946812;0,000603338;0,582509;-0,12292;-161,199;-2465,1;;;;668;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;668;0,941873634;0,001102547;0,602456527;-0,109196313;-163,0567965;-1284,764084
;;669;0,364813;0,00103902;0,929184;-0,00263246;-15,5743;-194,334;;;;669;0,946727;0,000602988;0,582536;-0,1229;-161,185;-2466,06;;;;669;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;669;0,941705795;0,001112193;0,60283069;-0,108949607;-163,0706886;-1272,611171
;;670;0,364669;0,00103553;0,929376;-0,00261789;-15,5314;-194,334;;;;670;0,946641;0,000602638;0,582563;-0,122881;-161,171;-2467,03;;;;670;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;670;0,941536289;0,001122109;0,603212395;-0,108698326;-163,0850489;-1260,361008
;;671;0,364524;0,00103205;0,929567;-0,0026034;-15,4887;-194,334;;;;671;0,946555;0,000602289;0,58259;-0,122862;-161,158;-2467,99;;;;671;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;671;0,941365068;0,001132304;0,603601863;-0,108442346;-163,0998868;-1248,01436
;;672;0,364381;0,00102859;0,929757;-0,00258899;-15,4461;-194,334;;;;672;0,946469;0,000601939;0,582616;-0,122843;-161,144;-2468,95;;;;672;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;672;0,941192081;0,001142789;0,603999324;-0,108181542;-163,1152119;-1235,57205
;;673;0,364237;0,00102514;0,929947;-0,00257466;-15,4036;-194,334;;;;673;0,946384;0,000601591;0,582643;-0,122824;-,161;-2469,92;;;;673;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;673;0,941017274;0,001153573;0,604405019;-0,107915783;-163,1310344;-1223,034968
;;674;0,364095;0,0010217;0,930137;-0,00256042;-15,3612;-194,334;;;;674;0,946298;0,000601242;0,58267;-0,122804;-161,116;-2470,88;;;;674;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;674;0,940840592;0,00116467;0,604819195;-0,107644932;-163,1473644;-1210,404064
;;675;0,363952;0,00101827;0,930326;-0,00254625;-15,3189;-194,334;;;;675;0,946213;0,000600894;0,582697;-0,122785;-161,102;-2471,84;;;;675;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;675;0,940661979;0,00117609;0,605242114;-0,107368848;-163,1642125;-1197,680356
;;676;0,363811;0,00101486;0,930514;-0,00253217;-15,2768;-194,334;;;;676;0,946127;0,000600546;0,582723;-0,122766;-161,089;-2472,81;;;;676;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;676;0,940481374;0,001187846;0,605674045;-0,107087384;-163,1815896;-1184,864929
;;677;0,363669;0,00101147;0,930702;-0,00251816;-15,2348;-194,334;;;;677;0,946042;0,000600198;0,58275;-0,122747;-161,075;-2473,77;;;;677;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;677;0,940298716;0,001199952;0,60611527;-0,106800389;-163,1995069;-1171,958938
;;678;0,363528;0,00100808;0,930889;-0,00250423;-15,1929;-194,333;;;;678;0,945957;0,000599851;0,582777;-0,122728;-161,061;-2474,73;;;;678;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;678;0,940113939;0,001212421;0,606566084;-0,106507704;-163,2179758;-1158,963609
;;679;0,363388;0,00100471;0,931076;-0,00249039;-15,1511;-194,333;;;;679;0,945871;0,000599504;0,582804;-0,122709;-161,047;-2475,7;;;;679;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;679;0,939926977;0,001225267;0,607026793;-0,106209166;-163,2370081;-1145,880244
;;680;0,363248;0,00100136;0,931262;-0,00247662;-15,1095;-194,333;;;;680;0,945786;0,000599158;0,58283;-0,122689;-161,034;-2476,66;;;;680;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;680;0,939737759;0,001238506;0,607497718;-0,105904604;-163,2566162;-1132,71022
;;681;0,363109;0,000998013;0,931448;-0,00246293;-15,0679;-194,333;;;;681;0,945701;0,000598811;0,582857;-0,12267;-,161;-2477,62;;;;681;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;681;0,939546211;0,001252154;0,607979192;-0,10559384;-163,2768124;-1119,454992
;;682;0,36297;0,000994683;0,931633;-0,00244931;-15,0265;-194,333;;;;682;0,945616;0,000598466;0,582884;-0,122651;-161,006;-2478,59;;;;682;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;682;0,939352258;0,001266228;0,608471566;-0,105276689;-163,2976098;-1106,116096
;;683;0,362831;0,000991366;0,931818;-0,00243578;-14,9852;-194,333;;;;683;0,94553;0,00059812;0,582911;-0,122632;-160,992;-2479,55;;;;683;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;683;0,939155818;0,001280746;0,608975205;-0,10495296;-163,3190217;-1092,695151
;;684;0,362693;0,000988062;0,932002;-0,00242231;-14,944;-194,333;;;;684;0,945445;0,000597775;0,582937;-0,122613;-160,979;-2480,51;;;;684;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;684;0,93895681;0,001295727;0,609490491;-0,104622453;-163,3410619;-1079,193861
;;685;0,362555;0,000984771;0,932186;-0,00240893;-14,9029;-194,333;;;;685;0,94536;0,00059743;0,582964;-0,122594;-160,965;-2481,48;;;;685;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;685;0,938755144;0,00131119;0,610017825;-0,104284958;-163,3637444;-1065,614017
;;686;0,362418;0,000981494;0,932369;-0,00239562;-14,862;-194,333;;;;686;0,945275;0,000597085;0,582991;-0,122575;-160,951;-2482,44;;;;686;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;686;0,93855073;0,001327157;0,610557626;-0,103940258;-163,387084;-1051,957501
;;687;0,362281;0,000978229;0,932552;-0,00238239;-14,8211;-194,333;;;;687;0,94519;0,000596741;0,583017;-0,122556;-160,937;-2483,4;;;;687;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;687;0,938343472;0,001343649;0,611110332;-0,103588127;-163,4110957;-1038,226287
;;688;0,362145;0,000974977;0,932734;-0,00236923;-14,7804;-194,333;;;;688;0,945105;0,000596397;0,583044;-0,122537;-160,924;-2484,37;;;;688;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;688;0,938133269;0,001360691;0,611676406;-0,103228327;-163,4357952;-1024,422443
;;689;0,362009;0,000971737;0,932916;-0,00235614;-14,7398;-194,333;;;;689;0,945021;0,000596054;0,583071;-0,122518;-,161;-2485,33;;;;689;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;689;0,937920018;0,001378307;0,61225633;-0,102860613;-163,4611985;-1010,548136
;;690;0,361874;0,000968511;0,933097;-0,00234313;-14,6993;-194,332;;;;690;0,944936;0,000595711;0,583097;-0,122498;-160,896;-2486,29;;;;690;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;690;0,937703606;0,001396524;0,612850613;-0,102484724;-163,4873224;-996,6056316
;;691;0,361739;0,000965297;0,933277;-0,0023302;-14,659;-194,332;;;;691;0,944851;0,000595368;0,583124;-0,122479;-160,883;-2487,26;;;;691;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;691;0,93748392;0,001415369;0,613459788;-0,102100393;-163,514184;-982,5972994
;;692;0,361605;0,000962095;0,933458;-0,00231733;-14,6187;-194,332;;;;692;0,944766;0,000595026;0,583151;-0,12246;-160,869;-2488,22;;;;692;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;692;0,937260836;0,001434872;0,614084416;-0,101707335;-163,5418012;-968,5256136
;;693;0,361471;0,000958906;0,933637;-0,00230454;-14,5786;-194,332;;;;693;0,944682;0,000594683;0,583177;-0,122441;-160,855;-2489,18;;;;693;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;693;0,937034228;0,001455064;0,614725088;-0,101305257;-163,5701923;-954,3931569
;;694;0,361337;0,00095573;0,933817;-0,00229182;-14,5385;-194,332;;;;694;0,944597;0,000594342;0,583204;-0,122422;-160,842;-2490,15;;;;694;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;694;0,936803962;0,001475979;0,615382427;-0,100893848;-163,5993766;-940,2026231
;;695;0,361204;0,000952566;0,933995;-0,00227917;-14,4986;-194,332;;;;695;0,944513;0,000594;0,583231;-0,122403;-160,828;-2491,11;;;;695;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;695;0,936569895;0,001497653;0,616057087;-0,100472785;-163,6293737;-925,9568196
;;696;0,361071;0,000949415;0,934174;-0,00226659;-14,4588;-194,332;;;;696;0,944428;0,000593659;0,583257;-0,122384;-160,814;-2492,07;;;;696;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;696;0,936331879;0,001520123;0,61674976;-0,100041727;-163,6602041;-911,6586709
;;697;0,360939;0,000946275;0,934351;-0,00225409;-14,4191;-194,332;;;;697;0,944344;0,000593318;0,583284;-0,122365;-160,801;-2493,03;;;;697;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;697;0,936089758;0,001543429;0,617461177;-0,099600318;-163,6918891;-897,3112211
;;698;0,360807;0,000943148;0,934529;-0,00224165;-14,3796;-194,332;;;;698;0,944259;0,000592978;0,58331;-0,122346;-160,787;-2494;;;;698;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;698;0,935843366;0,001567615;0,618192109;-0,099148183;-163,7244508;-882,9176367
;;699;0,360676;0,000940033;0,934705;-0,00222929;-14,3401;-194,332;;;;699;0,944175;0,000592638;0,583337;-0,122327;-160,773;-2494,96;;;;699;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;699;0,935592527;0,001592726;0,618943372;-0,098684929;-163,7579119;-868,4812107
;;700;0,360545;0,000936931;0,934882;-0,00221699;-14,3007;-194,332;;;;700;0,944091;0,000592298;0,583363;-0,122308;-,161;-2495,92;;;;700;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;700;0,935337058;0,001618811;0,619715828;-0,098210143;-163,7922964;-854,0053652
;;701;0,360414;0,00093384;0,935057;-0,00220477;-14,2615;-194,331;;;;701;0,944006;0,000591959;0,58339;-0,122289;-160,746;-2496,88;;;;701;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;701;0,935076763;0,001645923;0,620510394;-0,097723388;-163,8276289;-839,4936542
;;702;0,360284;0,000930761;0,935233;-0,00219261;-14,2224;-194,331;;;;702;0,943922;0,00059162;0,583417;-0,12227;-160,732;-2497,85;;;;702;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;702;0,934811436;0,001674118;0,621328039;-0,097224207;-163,863935;-824,9497674
;;703;0,360154;0,000927694;0,935407;-0,00218052;-14,1834;-194,331;;;;703;0,943838;0,000591281;0,583443;-0,122251;-160,719;-2498,81;;;;703;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;703;0,934540857;0,001703456;0,622169793;-0,096712116;-163,9012415;-810,3775333
;;704;0,360025;0,00092464;0,935582;-0,0021685;-14,1445;-194,331;;;;704;0,943754;0,000590943;0,58347;-0,122232;-160,705;-2499,77;;;;704;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;704;0,934264794;0,001734001;0,623036751;-0,096186606;-163,9395763;-795,7809224
;;705;0,359896;0,000921596;0,935756;-0,00215654;-14,1057;-194,331;;;;705;0,94367;0,000590605;0,583496;-0,122214;-160,692;-2500,73;;;;705;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;705;0,933983;0,001765823;0,623930076;-0,095647139;-163,9789683;-781,1640513
;;706;0,359768;0,000918565;0,935929;-0,00214466;-14,067;-194,331;;;;706;0,943586;0,000590268;0,583523;-0,122195;-160,678;-2501,7;;;;706;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;706;0,933695214;0,001798996;0,624851009;-0,095093146;-164,0194478;-766,5311857
;;707;0,35964;0,000915546;0,936102;-0,00213284;-14,0284;-194,331;;;;707;0,943502;0,00058993;0,583549;-0,122176;-160,664;-2502,66;;;;707;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;707;0,933401156;0,0018336;0,625800872;-0,094524026;-164,0610463;-751,8867441
;;708;0,359512;0,000912538;0,936274;-0,00212109;-13,9899;-194,331;;;;708;0,943418;0,000589593;0,583576;-0,122157;-160,651;-2503,62;;;;708;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;708;0,93310053;0,001869722;0,626781075;-0,093939142;-164,1037967;-737,2353017
;;709;0,359385;0,000909541;0,936446;-0,0021094;-13,9516;-194,331;;;;709;0,943334;0,000589257;0,583602;-0,122138;-160,637;-2504,58;;;;709;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;709;0,932793018;0,001907455;0,627793127;-0,093337822;-164,1477335;-722,581594
;;710;0,359258;0,000906557;0,936618;-0,00209778;-13,9133;-194,331;;;;710;0,94325;0,000588921;0,583629;-0,122119;-160,624;-2505,54;;;;710;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;710;0,932478283;0,0019469;0,628838642;-0,092719348;-164,1928926;-707,9305207
;;711;0,359132;0,000903583;0,936789;-0,00208622;-13,8752;-194,331;;;;711;0,943167;0,000588585;0,583655;-0,1221;-,161;-2506,5;;;;711;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;711;0,932155963;0,001988166;0,629919348;-0,092082962;-164,2393117;-693,2871499
;;712;0,359006;0,000900621;0,936959;-0,00207473;-13,8372;-194,331;;;;712;0,943083;0,00058825;0,583682;-0,122081;-160,596;-2507,47;;;;712;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;712;0,931825671;0,002031372;0,631037101;-0,091427858;-164,2870304;-678,6567218
;;713;0,358881;0,000897671;0,937129;-0,00206331;-13,7992;-194,331;;;;713;0,942999;0,000587914;0,583708;-0,122062;-160,583;-2508,43;;;;713;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;713;0,931486992;0,002076647;0,632193896;-0,090753176;-164,33609;-664,0446529
;;714;0,358756;0,000894732;0,937299;-0,00205194;-13,7614;-,194;;;;714;0,942916;0,00058758;0,583735;-0,122043;-160,569;-2509,39;;;;714;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;714;0,931139481;0,002124129;0,633391878;-0,090058001;-164,3865339;-649,456541
;;715;0,358631;0,000891804;0,937468;-0,00204065;-13,7237;-,194;;;;715;0,942832;0,000587245;0,583761;-0,122025;-160,556;-2510,35;;;;715;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;715;0,930782661;0,002173971;0,634633361;-0,089341359;-164,4384078;-634,8981685
;;716;0,358507;0,000888887;0,937637;-0,00202941;-13,6861;-,194;;;;716;0,942748;0,000586911;0,583788;-0,122006;-160,542;-2511,31;;;;716;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;716;0,930416015;0,00222634;0,635920841;-0,088602207;-164,4917597;-620,3755079
;;717;0,358383;0,000885982;0,937805;-0,00201824;-13,6486;-,194;;;;717;0,942665;0,000586578;0,583814;-0,121987;-160,529;-2512,27;;;;717;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;717;0,930038989;0,002281417;0,63725702;-0,087839432;-164,5466402;-605,894726
;;718;0,358259;0,000883088;0,937973;-0,00200713;-13,6112;-,194;;;;718;0,942582;0,000586244;0,58384;-0,121968;-160,515;-2513,23;;;;718;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;718;0,929650982;0,002339401;0,638644828;-0,087051837;-164,6031024;-591,4621861
;;719;0,358136;0,000880204;0,93814;-0,00199608;-13,5739;-,194;;;;719;0,942498;0,000585911;0,583867;-0,121949;-160,501;-2514,19;;;;719;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;719;0,929251347;0,00240051;0,640087437;-0,08623815;-164,6612028;-577,0844601
;;720;0,358014;0,000877332;0,938307;-0,0019851;-13,5367;-,194;;;;720;0,942415;0,000585579;0,583893;-0,12193;-160,488;-2515,15;;;;720;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;720;0,928839379;0,002464984;0,6415883;-0,085396997;-164,7210005;-562,7683301
;;721;0,357891;0,000874471;0,938473;-0,00197418;-13,4997;-,194;;;;721;0,942331;0,000585246;0,58392;-0,121912;-160,474;-2516,11;;;;721;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;721;0,928414315;0,002533088;0,643151181;-0,084526903;-164,7825587;-548,5207933
;;722;0,357769;0,00087162;0,938639;-0,00196332;-13,4627;-,194;;;;722;0,942248;0,000584914;0,583946;-0,121893;-160,461;-2517,07;;;;722;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;722;0,927975324;0,002605113;0,644780195;-0,083626278;-164,8459437;-534,3490671
;;723;0,357648;0,000868781;0,938805;-0,00195252;-13,4258;-,194;;;;723;0,942165;0,000584583;0,583972;-0,121874;-160,447;-2518,03;;;;723;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;723;0,9275215;0,002681382;0,646479841;-0,082693407;-164,9112263;-520,2605965
;;724;0,357527;0,000865952;0,93897;-0,00194178;-13,3891;-,194;;;;724;0,942082;0,000584252;0,583999;-0,121855;-160,434;-2518,99;;;;724;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;724;0,927051853;0,002762255;0,648255058;-0,08172644;-164,9784816;-506,2630613
;;725;0,357406;0,000863134;0,939134;-0,0019311;-13,3524;-,194;;;;725;0,941999;0,000583921;0,584025;-0,121836;-,160;-2519,95;;;;725;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;725;0,926565299;0,002848129;0,650111278;-0,080723371;-165,0477895;-492,3643825
;;726;0,357286;0,000860327;0,939298;-0,00192048;-13,3159;-,194;;;;726;0,941916;0,00058359;0,584051;-0,121818;-160,407;-2520,91;;;;726;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;726;0,926060646;0,002939451;0,652054492;-0,079682028;-165,1192351;-478,57273
;;727;0,357166;0,00085753;0,939462;-0,00190992;-13,2794;-,194;;;;727;0,941833;0,00058326;0,584078;-0,121799;-160,393;-2521,87;;;;727;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;727;0,925536584;0,003036718;0,65409133;-0,078600049;-165,1929096;-464,8965305
;;728;0,357046;0,000854744;0,939625;-0,00189941;-13,2431;-194,329;;;;728;0,94175;0,00058293;0,584104;-0,12178;-,160;-2522,83;;;;728;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;728;0,924991666;0,003140488;0,656229141;-0,077474864;-165,2689102;-451,3444763
;;729;0,356927;0,000851969;0,939788;-0,00188897;-13,2068;-194,329;;;;729;0,941667;0,000582601;0,58413;-0,121761;-160,366;-2523,79;;;;729;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;729;0,924424289;0,003251391;0,658476109;-0,076303669;-165,3473413;-437,9255355
;;730;0,356809;0,000849204;0,93995;-0,00187859;-13,1707;-194,329;;;;730;0,941584;0,000582272;0,584157;-0,121743;-160,353;-2524,75;;;;730;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;730;0,923832673;0,003370138;0,66084137;-0,075083398;-165,4283153;-424,6489619
;;731;0,35669;0,00084645;0,940112;-0,00186826;-13,1346;-194,329;;;;731;0,941501;0,000581943;0,584183;-0,121724;-160,339;-2525,7;;;;731;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;731;0,923214838;0,003497533;0,663335163;-0,073810692;-165,5119528;-411,5243073
;;732;0,356572;0,000843706;0,940273;-0,00185799;-13,0987;-194,329;;;;732;0,941418;0,000581615;0,584209;-0,121705;-160,326;-2526,66;;;;732;0,087199908;9,99994E-10;0;0;-11463968,28;9,99755E+14;;;;732;0,922568565;0,003634495;0,665969006;-0,072481863;-165,5983844;-398,5614341
